City,Date,Max Temperature,Min Temperature,Weather,Wind,Month
上海,2023-01-20,10,2,晴,东北风 1级,1
上海,2023-01-21,10,7,多云,东南风 2级,1
上海,2023-01-22,9,6,小雨,南风 1级,1
上海,2023-01-23,8,-1,小雨,北风 3级,1
上海,2023-01-24,0,-4,晴,北风 3级,1
上海,2023-01-25,2,-1,多云,东南风 2级,1
上海,2023-01-26,8,0,晴,东风 2级,1
上海,2023-01-27,4,-2,多云,西风 1级,1
上海,2023-01-28,6,0,晴,西南风 2级,1
上海,2023-01-29,10,0,晴,西风 2级,1
上海,2023-01-30,13,5,晴,东风 1级,1
上海,2023-01-31,17,5,多云,南风 2级,1
上海,2023-02-01,13,3,晴,东南风 1级,2
上海,2023-02-02,6,4,多云,西南风 1级,2
上海,2023-02-03,8,2,多云,东风 1级,2
上海,2023-02-04,9,5,多云,东风 3级,2
上海,2023-02-05,10,8,多云,东风 1级,2
上海,2023-02-06,10,7,小雨,北风 1级,2
上海,2023-02-07,12,6,多云,东北风 2级,2
上海,2023-02-08,10,7,多云,东风 1级,2
上海,2023-02-09,9,6,中雨,西北风 2级,2
上海,2023-02-10,8,6,多云,东风 2级,2
上海,2023-02-11,10,8,小雨,东北风 1级,2
上海,2023-02-12,14,6,小雨,北风 3级,2
上海,2023-02-13,7,3,小雨,北风 1级,2
上海,2023-02-14,7,2,多云,北风 2级,2
上海,2023-02-15,9,2,晴,东北风 2级,2
上海,2023-02-16,11,6,晴,东北风 1级,2
上海,2023-02-17,11,10,多云,东风 1级,2
上海,2023-02-18,21,8,多云,西北风 2级,2
上海,2023-02-19,11,3,多云,北风 1级,2
上海,2023-02-20,12,4,晴,东北风 2级,2
上海,2023-02-21,7,4,多云,东北风 2级,2
上海,2023-02-22,8,5,多云,西南风 1级,2
上海,2023-02-23,7,4,多云,东北风 2级,2
上海,2023-02-24,10,4,多云,北风 2级,2
上海,2023-02-25,9,2,晴,东北风 2级,2
上海,2023-02-26,10,3,晴,东北风 2级,2
上海,2023-02-27,12,7,多云,北风 1级,2
上海,2023-02-28,18,9,晴,北风 1级,2
上海,2023-03-01,16,6,多云,东北风 1级,3
上海,2023-03-02,13,4,多云~晴,东风 2级,3
上海,2023-03-03,13,6,多云,北风 1级,3
上海,2023-03-04,18,7,晴,东南风 2级,3
上海,2023-03-05,18,9,晴,东南风 2级,3
上海,2023-03-06,23,10,晴~多云,西北风 1级,3
上海,2023-03-07,23,12,多云,南风 3级,3
上海,2023-03-08,24,14,多云,北风 2级,3
上海,2023-03-09,25,13,多云~晴,东北风 1级,3
上海,2023-03-10,27,13,晴~多云,东南风 1级,3
上海,2023-03-11,22,10,多云~小雨,北风 1级,3
上海,2023-03-12,12,5,小雨~多云,南风 1级,3
上海,2023-03-13,14,7,多云~晴,东北风 1级,3
上海,2023-03-14,20,11,晴,东南风 3级,3
上海,2023-03-15,23,9,多云,东北风 3级,3
上海,2023-03-16,15,8,多云~小雨,东北风 1级,3
上海,2023-03-17,9,7,大雨~多云,北风 1级,3
上海,2023-03-18,11,7,多云,北风 1级,3
上海,2023-03-19,13,10,多云~小雨,北风 1级,3
上海,2023-03-20,14,12,多云~中雨,东南风 2级,3
上海,2023-03-21,15,13,小雨,东风 1级,3
上海,2023-03-22,17,11,小雨,北风 2级,3
上海,2023-03-23,13,9,小雨,北风 1级,3
上海,2023-03-24,11,7,小雨~阴,东北风 1级,3
上海,2023-03-25,10,7,多云~阴,东风 1级,3
上海,2023-03-26,16,7,多云~晴,东南风 1级,3
上海,2023-03-27,18,7,多云~晴,东南风 2级,3
上海,2023-03-28,20,10,多云,北风 1级,3
上海,2023-03-29,16,11,多云~小雨,北风 2级,3
上海,2023-03-30,14,11,小雨~阴,东北风 2级,3
上海,2023-03-31,18,11,多云~阴,东风 2级,3
上海,2023-04-01,21,10,多云~晴,东风 2级,4
上海,2023-04-02,23,12,晴,西北风 1级,4
上海,2023-04-03,21,15,多云~小雨,北风 1级,4
上海,2023-04-04,20,13,多云~小雨,东南风 1级,4
上海,2023-04-05,17,10,多云,西北风 2级,4
上海,2023-04-06,13,10,小雨~多云,西北风 2级,4
上海,2023-04-07,17,8,多云,东北风 2级,4
上海,2023-04-08,19,10,晴,东风 1级,4
上海,2023-04-09,20,12,晴,西北风 1级,4
上海,2023-04-10,26,17,多云,西风 1级,4
上海,2023-04-11,24,13,多云,北风 1级,4
上海,2023-04-12,22,13,晴,北风 1级,4
上海,2023-04-13,22,16,多云~小雨,西北风 1级,4
上海,2023-04-14,23,15,多云~阴,北风 3级,4
上海,2023-04-15,23,15,多云~小雨,西南风 3级,4
上海,2023-04-16,27,16,多云~晴,北风 1级,4
上海,2023-04-17,25,19,晴~多云,南风 3级,4
上海,2023-04-18,30,18,多云~中雨,东风 1级,4
上海,2023-04-19,23,16,多云,北风 3级,4
上海,2023-04-20,22,13,多云,北风 1级,4
上海,2023-04-21,21,13,多云~晴,北风 3级,4
上海,2023-04-22,22,14,多云~小雨,东风 2级,4
上海,2023-04-23,16,13,多云~小雨,北风 1级,4
上海,2023-04-24,15,12,多云~阴,北风 1级,4
上海,2023-04-25,16,12,多云,西风 2级,4
上海,2023-04-26,22,13,多云~晴,东南风 2级,4
上海,2023-04-27,22,16,阴~多云,西北风 1级,4
上海,2023-04-28,28,18,多云~小雨,西南风 2级,4
上海,2023-04-29,18,13,小雨~晴,北风 1级,4
上海,2023-04-30,24,15,多云~晴,北风 1级,4
上海,2023-05-01,29,16,晴~多云,东南风 3级,5
上海,2023-05-02,26,18,阴~多云,西北风 1级,5
上海,2023-05-03,27,22,多云~阴,东南风 4级,5
上海,2023-05-04,29,21,小雨~中雨,东南风 3级,5
上海,2023-05-05,25,17,大雨~阴,北风 2级,5
上海,2023-05-06,21,15,多云~小雨,北风 1级,5
上海,2023-05-07,17,13,多云~阴,北风 3级,5
上海,2023-05-08,21,13,多云~晴,东北风 2级,5
上海,2023-05-09,24,13,多云~阴,北风 1级,5
上海,2023-05-10,23,16,多云~阴,东风 2级,5
上海,2023-05-11,20,16,多云~阴,北风 1级,5
上海,2023-05-12,23,17,多云~晴,南风 2级,5
上海,2023-05-13,27,20,多云,北风 1级,5
上海,2023-05-14,31,21,多云~晴,西南风 3级,5
上海,2023-05-15,34,21,晴,西南风 1级,5
上海,2023-05-16,30,20,多云~小雨,北风 2级,5
上海,2023-05-17,21,19,大雨~小雨,南风 3级,5
上海,2023-05-18,22,18,小雨~阴,东北风 2级,5
上海,2023-05-19,23,18,阴~多云,东南风 2级,5
上海,2023-05-20,24,18,多云~晴,东南风 3级,5
上海,2023-05-21,28,19,多云~小雨,东风 3级,5
上海,2023-05-22,18,14,小雨~阴,西北风 2级,5
上海,2023-05-23,27,18,多云,东南风 2级,5
上海,2023-05-24,20,17,小雨~晴,东风 1级,5
上海,2023-05-25,27,21,晴,南风 1级,5
上海,2023-05-26,28,21,多云~小雨,东南风 3级,5
上海,2023-05-27,26,22,多云~阴,东南风 2级,5
上海,2023-05-28,32,23,多云~小雨,北风 1级,5
上海,2023-05-29,36,23,多云~小雨,东北风 2级,5
上海,2023-05-30,29,21,多云~阴,东北风 1级,5
上海,2023-05-31,27,22,多云~阴,东风 2级,5
上海,2023-06-01,29,22,阴,东北风 1级,6
上海,2023-06-02,33,22,多云,东北风 3级,6
上海,2023-06-03,27,20,多云~阴,东风 2级,6
上海,2023-06-04,26,21,阴~小雨,南风 1级,6
上海,2023-06-05,26,20,中雨~小雨,西北风 3级,6
上海,2023-06-06,26,20,阵雨~阴,北风 1级,6
上海,2023-06-07,24,22,阴~小雨,东南风 2级,6
上海,2023-06-08,31,22,多云,西南风 2级,6
上海,2023-06-09,35,23,晴,南风 3级,6
上海,2023-06-10,34,23,阴~小雨,东南风 3级,6
上海,2023-06-11,29,22,阴,东风 3级,6
上海,2023-06-12,27,22,阴,北风 1级,6
上海,2023-06-13,25,21,多云,东风 2级,6
上海,2023-06-14,31,22,小雨~多云,南风 1级,6
上海,2023-06-15,31,23,阴~晴,东北风 1级,6
上海,2023-06-16,29,22,阴~小雨,南风 3级,6
上海,2023-06-17,23,21,小雨~中雨,东风 2级,6
上海,2023-06-18,24,23,大雨~中雨,东北风 2级,6
上海,2023-06-19,25,24,大雨~小雨,南风 2级,6
上海,2023-06-20,30,24,多云~阴,东北风 2级,6
上海,2023-06-21,34,24,多云~阴,东南风 1级,6
上海,2023-06-22,32,23,多云~阴,南风 2级,6
上海,2023-06-23,29,21,阴~暴雨,东南风 3级,6
上海,2023-06-24,23,22,暴雨~大雨,东南风 3级,6
上海,2023-06-25,30,24,多云~小雨,东南风 2级,6
上海,2023-06-26,30,25,多云~小雨,西北风 1级,6
上海,2023-06-27,32,24,多云,南风 3级,6
上海,2023-06-28,34,26,阴,南风 2级,6
上海,2023-06-29,29,20,晴,西北风 1级,6
上海,2023-06-30,30,24,中雨到暴雨,西风 1级,6
上海,2023-07-01,34,27,阴~多云,东南风 2级,7
上海,2023-07-02,35,27,多云~小雨,东南风 2级,7
上海,2023-07-03,34,28,多云~阴,东南风 2级,7
上海,2023-07-04,36,27,多云~小雨,西北风 3级,7
上海,2023-07-05,31,27,多云,南风 1级,7
上海,2023-07-06,35,28,多云~阴,南风 3级,7
上海,2023-07-07,36,27,小雨,北风 2级,7
上海,2023-07-08,28,26,小雨,南风 2级,7
上海,2023-07-09,31,27,小雨~中雨,西南风 2级,7
上海,2023-07-10,32,28,小雨~阴,东南风 1级,7
上海,2023-07-11,37,28,多云,南风 3级,7
上海,2023-07-12,38,28,多云,南风 3级,7
上海,2023-07-13,37,28,多云,南风 1级,7
上海,2023-07-14,37,29,阴,南风 2级,7
上海,2023-07-15,36,27,阴~小雨,东风 1级,7
上海,2023-07-16,31,27,中雨~小雨,东南风 2级,7
上海,2023-07-17,33,26,阴~晴,东风 1级,7
上海,2023-07-18,34,27,阴~多云,东风 1级,7
上海,2023-07-19,31,26,阴~中雨,东风 2级,7
上海,2023-07-20,27,26,暴雨~小雨,东南风 3级,7
上海,2023-07-21,34,28,阴~小雨,东南风 1级,7
上海,2023-07-22,32,27,小雨,西风 1级,7
上海,2023-07-23,32,26,阴~小雨,北风 1级,7
上海,2023-07-24,32,27,阴,南风 2级,7
上海,2023-07-25,34,27,阴~多云,北风 0级,7
上海,2023-07-26,33,26,阴~小雨,东北风 1级,7
上海,2023-07-27,31,26,小雨~中雨,东南风 2级,7
上海,2023-07-28,29,26,阴~中雨,东风 3级,7
上海,2023-07-29,28,27,中雨~阴,东南风 5级,7
上海,2023-07-30,33,27,阴~晴,东南风 2级,7
上海,2023-07-31,33,27,阴~小雨,东风 3级,7
上海,2023-08-01,29,27,中雨~阴,东风 3级,8
上海,2023-08-02,33,27,阴~小雨,东北风 3级,8
上海,2023-08-03,32,28,阴~多云,东北风 4级,8
上海,2023-08-04,33,28,阴~多云,东北风 3级,8
上海,2023-08-05,34,27,阴~多云,东北风 3级,8
上海,2023-08-06,36,28,阴~多云,东北风 2级,8
上海,2023-08-07,35,27,阴~多云,东北风 2级,8
上海,2023-08-08,34,27,阴~晴,东北风 3级,8
上海,2023-08-09,34,27,小雨~晴,北风 3级,8
上海,2023-08-10,35,27,阴~多云,西北风 3级,8
上海,2023-08-11,36,28,阴~多云,东北风 2级,8
上海,2023-08-12,36,28,晴,东南风 3级,8
上海,2023-08-13,36,28,阴~小雨,东风 3级,8
上海,2023-08-14,33,27,阴~小雨,东北风 3级,8
上海,2023-08-15,32,27,阴~多云,东北风 2级,8
上海,2023-08-16,34,27,阴~多云,东南风 2级,8
上海,2023-08-17,34,27,中雨~阴,东南风 2级,8
上海,2023-08-18,32,27,阴~多云,东南风 2级,8
上海,2023-08-19,34,27,阴,东南风 3级,8
上海,2023-08-20,34,28,阴,东南风 3级,8
上海,2023-08-21,35,27,阴,西南风 3级,8
上海,2023-08-22,35,25,中雨,西北风 2级,8
上海,2023-08-23,32,25,暴雨~多云,北风 2级,8
上海,2023-08-24,33,26,阴,东北风 2级,8
上海,2023-08-25,33,27,阴,东北风 3级,8
上海,2023-08-26,32,24,多云,东风 2级,8
上海,2023-08-27,31,26,阴,北风 1级,8
上海,2023-08-28,31,21,中雨到暴风雨,西北风 1级,8
上海,2023-08-29,23,22,大雨到暴雨,西风 1级,8
上海,2023-08-30,23,20,阴,北风 3级,8
上海,2023-08-31,27,20,阴转多云,北风 3级,8
上海,2023-09-01,30,18,轻度雾霾,东南风 1级,9
上海,2023-09-02,29,24,多云转小雨,东北风 4级,9
上海,2023-09-03,29,17,晴,西南风 2级,9
上海,2023-09-04,31,24,小雨转多云,东风 2级,9
上海,2023-09-05,30,26,多云,东北风 3级,9
上海,2023-09-06,31,25,晴转多云,东北风 3级,9
上海,2023-09-07,31,24,晴转多云,东北风 2级,9
上海,2023-09-08,31,22,晴转多云,东风 2级,9
上海,2023-09-09,30,23,多云转中雨,东北风 2级,9
上海,2023-09-10,31,21,多云,东南风 2级,9
上海,2023-09-11,31,24,中雨转小雨,东南风 3级,9
上海,2023-09-12,29,24,多云,东南风 2级,9
上海,2023-09-13,27,23,小雨转阴,东南风 2级,9
上海,2023-09-14,25,22,阴,北风 3级,9
上海,2023-09-15,26,23,中雨转小雨,北风 2级,9
上海,2023-09-16,26,24,小雨转多云,西风 2级,9
上海,2023-09-17,31,22,小雨转多云,北风 2级,9
上海,2023-09-18,31,23,晴,东南风 3级,9
上海,2023-09-19,33,25,阴,北风 1级,9
上海,2023-09-20,29,23,阴,东北风 0级,9
上海,2023-09-21,23,20,多云,西南风 2级,9
上海,2023-09-22,23,20,小雨,东北风 3级,9
